red_team_p1_id,red_team_p2_id,yellow_team_p1_id,yellow_team_p2_id,red_team_goals,yellow_team_goals,red_won,played_on
1,7,3,6,10,9,true,'2017-11-29 13:59:06.139000'
3,6,12,16,10,5,true,'2017-11-29 14:00:00.058000'
1,7,12,16,10,7,true,'2017-11-29 14:00:27.435000'
8,1,6,16,10,4,true,'2017-11-30 13:11:30.226000'
11,1,8,3,10,8,true,'2017-11-30 13:56:09.346000'
8,16,17,11,10,6,true,'2017-11-30 13:57:06.125000'
8,16,3,10,8,10,false,'2017-11-30 14:18:28.586000'
12,16,3,10,10,6,true,'2017-11-30 14:18:52.615000'
11,7,2,8,5,10,false,'2017-11-30 14:55:30.547000'
8,16,7,2,10,7,true,'2017-11-30 18:46:08.113000'
6,16,2,10,2,10,false,'2017-11-30 19:10:52.708000'
2,10,6,16,9,10,false,'2017-11-30 19:28:04.186000'
2,3,16,8,10,9,true,'2017-12-01 14:41:39.105000'
2,9,21,19,10,1,true,'2017-12-01 14:48:20.288000'
8,16,2,11,6,10,false,'2017-12-01 19:25:39.490000'
2,11,16,8,10,6,true,'2017-12-01 19:25:50.314000'
10,18,2,11,4,10,false,'2017-12-01 19:46:55.488000'
8,16,2,3,3,10,false,'2017-12-04 13:25:21.068000'
2,3,8,16,10,6,true,'2017-12-04 13:37:05.589000'
3,24,9,21,10,2,true,'2017-12-04 14:47:51.936000'
3,24,11,21,8,10,false,'2017-12-04 14:48:13.236000'
2,8,7,16,10,4,true,'2017-12-04 18:52:46.794000'
7,16,2,8,10,9,true,'2017-12-04 18:52:56.980000'
2,11,6,16,7,10,false,'2017-12-04 19:09:46.160000'
8,6,3,16,10,6,true,'2017-12-05 14:30:43.929000'
8,6,3,16,10,7,true,'2017-12-05 14:30:54.192000'
8,11,2,3,10,9,true,'2017-12-05 14:31:26.100000'
11,3,2,16,10,9,true,'2017-12-05 19:05:43.666000'
8,7,2,16,10,9,true,'2017-12-06 15:32:07.822000'
1,6,3,8,10,8,true,'2017-12-07 13:35:26.665000'
1,6,3,8,6,10,false,'2017-12-07 13:35:36.515000'
11,3,6,7,3,10,false,'2017-12-08 14:25:32.013000'
11,6,3,7,6,10,false,'2017-12-08 14:25:46.327000'
8,16,2,11,6,10,false,'2017-12-08 14:26:05.173000'
2,11,8,16,10,4,true,'2017-12-08 14:26:14.636000'
3,9,21,1,10,9,true,'2017-12-08 15:04:35.346000'
6,7,1,3,10,9,true,'2017-12-08 18:51:06.509000'
3,1,7,6,10,9,true,'2017-12-08 18:51:36.444000'
2,11,12,8,10,6,true,'2017-12-08 20:46:55.074000'
11,8,16,17,10,8,true,'2017-12-08 22:27:51.931000'
3,6,1,7,10,7,true,'2017-12-11 14:24:00.449000'
1,7,6,16,10,9,true,'2017-12-11 14:37:07.781000'
1,7,6,11,10,7,true,'2017-12-12 14:05:05.394000'
1,7,6,21,10,9,true,'2017-12-12 14:05:55.301000'
3,2,1,7,10,7,true,'2017-12-12 15:06:30.022000'
3,7,6,16,6,10,false,'2017-12-13 15:05:39.919000'
3,1,6,7,10,3,true,'2017-12-13 15:05:48.176000'
16,7,3,1,10,9,true,'2017-12-13 18:16:15.059000'
3,1,16,6,10,9,true,'2017-12-15 14:49:45.203000'
6,7,16,3,10,2,true,'2017-12-19 18:45:05.766000'
6,7,16,3,10,5,true,'2017-12-19 18:45:42.905000'
16,3,6,7,10,1,true,'2017-12-19 18:46:01.888000'
6,3,1,7,10,9,true,'2017-12-19 18:48:12.567000'
2,11,6,3,10,6,true,'2017-12-19 19:00:53.549000'
6,3,1,7,10,7,true,'2017-12-20 16:11:24.964000'
3,6,7,1,8,10,false,'2017-12-20 16:11:51.597000'
3,7,6,1,10,8,true,'2017-12-22 13:46:44.216000'
3,1,11,7,10,8,true,'2018-01-03 13:31:59.515000'
8,7,6,16,10,9,true,'2018-01-04 18:20:41.500000'
6,7,3,1,10,7,true,'2018-01-04 18:21:30.335000'
8,7,3,6,10,7,true,'2018-01-04 18:21:54.037000'
2,11,10,15,10,7,true,'2018-01-04 19:12:26.737000'
8,1,3,7,10,3,true,'2018-01-05 14:27:21.775000'
8,16,3,11,10,3,true,'2018-01-05 14:27:51.341000'
11,8,2,22,10,3,true,'2018-01-05 20:57:47.010000'
11,8,2,6,5,10,false,'2018-01-05 20:58:16.661000'
6,12,11,10,7,10,false,'2018-01-08 19:22:25.868000'
11,10,6,12,8,10,false,'2018-01-08 19:22:56.169000'
3,7,1,6,10,4,true,'2018-01-09 13:19:35.152000'
3,7,1,6,7,10,false,'2018-01-09 13:19:56.904000'
6,1,8,7,10,3,true,'2018-01-09 14:09:21.537000'
3,7,11,8,4,10,false,'2018-01-09 14:42:37.706000'
3,6,8,11,10,2,true,'2018-01-09 14:42:59.770000'
11,8,2,10,4,10,false,'2018-01-09 15:11:09.267000'
8,7,3,1,10,9,true,'2018-01-09 18:16:11.414000'
8,7,3,16,10,9,true,'2018-01-10 13:28:55.710000'
8,7,3,16,10,7,true,'2018-01-10 13:29:03.611000'
8,7,3,16,10,7,true,'2018-01-10 13:29:08.049000'
8,7,1,16,10,7,true,'2018-01-10 18:14:00.953000'
10,7,6,16,10,4,true,'2018-01-11 12:46:31.860000'
6,1,8,7,10,4,true,'2018-01-11 13:23:01.388000'
1,6,8,7,10,9,true,'2018-01-11 19:17:25.611000'
2,11,6,7,8,10,false,'2018-01-11 19:17:40.280000'
2,11,8,16,10,7,true,'2018-01-11 19:17:51.877000'
16,8,2,11,10,6,true,'2018-01-11 19:17:59.680000'
2,25,6,7,3,10,false,'2018-01-12 14:56:56.898000'
6,7,2,25,10,7,true,'2018-01-12 14:57:11.601000'
1,6,7,2,10,8,true,'2018-01-15 13:29:45.813000'
11,10,1,6,3,10,false,'2018-01-15 14:04:04.214000'
2,11,8,16,4,10,false,'2018-01-15 14:22:26.647000'
10,11,8,16,8,10,false,'2018-01-15 14:37:56.409000'
7,6,1,8,9,10,false,'2018-01-16 13:29:08.819000'
2,6,1,8,4,10,false,'2018-01-16 13:29:30.320000'
16,8,2,11,10,4,true,'2018-01-16 14:07:04.411000'
8,16,7,1,8,10,false,'2018-01-16 18:23:00.053000'
2,11,8,16,8,10,false,'2018-01-16 20:23:41.520000'
8,16,2,11,10,4,true,'2018-01-16 20:23:50.003000'
2,11,8,16,10,4,true,'2018-01-16 20:23:58.418000'
2,11,1,8,10,6,true,'2018-01-17 17:38:27.406000'
2,11,10,8,7,10,false,'2018-01-17 17:38:44.551000'
7,1,8,6,10,9,true,'2018-01-18 14:07:26.419000'
8,16,1,6,6,10,false,'2018-01-18 14:09:28.032000'
2,8,1,6,4,10,false,'2018-01-18 14:23:12.493000'
6,3,8,7,10,7,true,'2018-01-19 13:34:12.760000'
8,7,6,3,8,10,false,'2018-01-19 13:34:31.119000'
2,10,8,3,10,5,true,'2018-01-19 13:34:55.229000'
11,8,2,1,7,10,false,'2018-01-19 14:16:13.173000'
2,12,8,16,10,8,true,'2018-01-19 20:28:13.247000'
10,12,8,16,7,10,false,'2018-01-20 09:58:54.199000'
10,12,8,16,6,10,false,'2018-01-20 09:59:05.366000'
2,10,11,6,10,4,true,'2018-01-20 13:58:43.759000'
2,11,8,16,8,10,false,'2018-01-20 14:27:25.353000'
2,11,10,8,4,10,false,'2018-01-20 14:27:35.348000'
6,8,2,3,10,8,true,'2018-01-20 18:52:03.076000'
2,3,6,8,10,9,true,'2018-01-20 18:52:10.515000'
2,3,10,15,10,8,true,'2018-01-20 19:20:33.296000'
3,6,8,1,10,5,true,'2018-01-22 13:19:39.851000'
3,6,8,1,7,10,false,'2018-01-22 13:20:01.173000'
11,1,12,7,10,9,true,'2018-01-22 13:36:58.065000'
2,10,11,6,10,9,true,'2018-01-22 13:56:52.612000'
8,16,7,3,6,10,false,'2018-01-22 18:42:14.292000'
7,3,8,16,6,10,false,'2018-01-22 18:43:54.789000'
8,16,7,3,9,10,false,'2018-01-22 18:44:07.854000'
7,3,8,16,10,7,true,'2018-01-22 18:44:24.477000'
2,8,1,3,10,4,true,'2018-01-23 13:26:28.131000'
1,3,2,8,9,10,false,'2018-01-23 13:26:55.292000'
2,11,1,6,10,8,true,'2018-01-23 14:26:46.618000'
3,8,1,6,8,10,false,'2018-01-24 13:33:01.214000'
2,7,1,6,6,10,false,'2018-01-24 13:33:08.610000'
2,7,11,10,2,10,false,'2018-01-24 14:43:43.709000'
1,3,8,16,9,10,false,'2018-01-24 18:10:56.209000'
2,3,1,6,10,8,true,'2018-01-25 13:14:09.658000'
2,10,16,8,10,8,true,'2018-01-25 13:48:31.864000'
3,7,1,6,9,10,false,'2018-01-25 14:16:16.385628'
2,12,10,11,8,10,false,'2018-01-25 19:45:14.910000'
2,11,8,16,10,9,true,'2018-01-25 21:55:46.499000'
8,16,2,11,9,10,false,'2018-01-26 13:54:22.900000'
10,8,1,6,4,10,false,'2018-01-26 14:24:16.408000'
10,2,1,25,10,6,true,'2018-01-26 14:24:27.765000'
6,12,2,3,8,10,false,'2018-01-26 22:07:13.124000'
2,3,8,16,4,10,false,'2018-01-29 14:16:07.353000'
8,16,2,3,6,10,false,'2018-01-29 14:16:18.983000'
2,3,8,16,10,8,true,'2018-01-29 14:16:27.068000'
1,3,8,16,10,8,true,'2018-01-29 18:29:55.387000'
1,3,8,16,6,10,false,'2018-01-29 18:30:09.721000'
2,10,12,11,10,7,true,'2018-01-29 19:54:33.134000'
1,7,3,6,10,7,true,'2018-01-30 13:40:42.828000'
8,16,3,7,7,10,false,'2018-01-30 13:41:53.572000'
7,1,6,3,10,6,true,'2018-01-30 14:02:12.395000'
16,10,2,11,9,10,false,'2018-01-30 14:15:41.358000'
10,3,2,11,6,10,false,'2018-01-30 19:00:45.267000'
2,11,10,3,9,10,false,'2018-01-30 19:00:57.084000'
2,10,8,16,10,9,true,'2018-01-31 14:24:17.500000'
8,6,11,10,10,7,true,'2018-02-01 13:23:08.803000'
8,6,11,10,10,8,true,'2018-02-01 13:23:14.449000'
8,1,6,3,10,6,true,'2018-02-01 13:40:44.365000'
2,12,10,11,10,9,true,'2018-02-01 14:09:48.119000'
10,11,2,12,10,5,true,'2018-02-01 21:11:23.701000'
2,12,10,11,8,10,false,'2018-02-01 21:11:40.309000'
8,16,7,21,10,6,true,'2018-02-02 13:39:31.946000'
8,16,7,21,10,6,true,'2018-02-02 13:40:25.599000'
2,12,10,11,9,10,false,'2018-02-02 14:10:44.862000'
6,1,7,10,10,9,true,'2018-02-02 14:33:24.355000'
3,1,16,12,10,7,true,'2018-02-02 14:33:53.750000'
8,21,1,9,10,8,true,'2018-02-02 18:56:40.995000'
8,3,1,7,8,10,false,'2018-02-02 18:57:25.341000'
16,7,2,11,10,6,true,'2018-02-02 18:58:33.252000'
2,12,11,16,10,8,true,'2018-02-02 22:15:27.508000'
2,6,11,7,10,5,true,'2018-02-02 22:27:23.387000'
8,11,12,7,10,1,true,'2018-02-05 14:08:55.665000'
8,11,12,7,10,2,true,'2018-02-05 14:09:04.808000'
8,11,1,3,7,10,false,'2018-02-05 14:09:25.307000'
8,2,12,3,10,7,true,'2018-02-06 14:09:13.921000'
2,21,3,9,10,8,true,'2018-02-06 14:18:10.989000'
25,21,3,9,4,10,false,'2018-02-06 14:25:42.817000'
11,3,8,7,10,3,true,'2018-02-07 14:11:53.901000'
8,7,11,3,10,9,true,'2018-02-07 14:12:09.271000'
8,7,2,12,7,10,false,'2018-02-07 14:12:17.467000'
8,11,2,10,4,10,false,'2018-02-07 14:42:23.235000'
3,7,2,8,8,10,false,'2018-02-07 19:00:43.663000'
2,8,3,7,10,9,true,'2018-02-07 19:01:04.159000'
8,11,7,12,10,3,true,'2018-02-07 19:01:16.868000'
7,21,11,9,5,10,false,'2018-02-08 13:38:21.397000'
2,7,8,3,8,10,false,'2018-02-08 14:38:04.330000'
3,9,2,7,2,10,false,'2018-02-08 19:23:31.408000'
2,12,8,11,10,9,true,'2018-02-08 19:23:41.037000'
11,12,21,7,6,10,false,'2018-02-09 13:30:45.685000'
21,7,11,12,1,10,false,'2018-02-09 13:31:29.394000'
8,1,2,7,10,8,true,'2018-02-09 14:23:26.420000'
7,1,3,8,10,4,true,'2018-02-09 18:42:35.887000'
7,1,3,8,10,8,true,'2018-02-09 18:42:40.216000'
7,3,12,1,10,9,true,'2018-02-14 13:35:58.511000'
2,12,7,3,10,6,true,'2018-02-14 13:36:06.816000'
1,21,7,9,10,7,true,'2018-02-14 14:32:25.361000'
8,16,3,7,9,10,false,'2018-02-14 18:16:16.607000'
8,16,6,7,10,9,true,'2018-02-14 18:16:37.329000'
1,10,2,6,10,3,true,'2018-02-16 15:12:57.254000'
2,10,8,16,4,10,false,'2018-02-16 19:34:43.154000'
8,16,2,10,10,9,true,'2018-02-16 19:34:52.319000'
1,10,2,11,6,10,false,'2018-02-19 14:11:46.611000'
1,12,2,3,10,8,true,'2018-02-20 18:36:20.008000'
16,8,3,7,10,9,true,'2018-02-20 18:36:40.984000'
2,11,8,16,4,10,false,'2018-02-20 19:35:18.391000'
8,16,2,11,10,7,true,'2018-02-20 19:35:43.098000'
8,1,6,3,10,6,true,'2018-02-21 10:15:41.350000'
2,11,8,16,7,10,false,'2018-02-21 14:18:00.591000'
8,16,2,11,6,10,false,'2018-02-21 14:18:09.117000'
1,25,2,11,7,10,false,'2018-02-21 14:18:19.486000'
3,8,7,1,6,10,false,'2018-02-21 18:41:03.830000'
16,7,6,1,3,10,false,'2018-02-21 18:41:37.716000'
6,7,8,1,7,10,false,'2018-02-21 18:41:57.904000'
2,11,8,16,10,6,true,'2018-02-22 14:02:25.281000'
8,16,2,11,10,3,true,'2018-02-22 14:02:34.840000'
7,1,3,6,9,10,false,'2018-02-22 18:39:17.320000'
3,1,8,16,10,8,true,'2018-02-22 18:39:38.604000'
1,6,7,12,10,5,true,'2018-02-22 18:56:28.225000'
1,6,7,11,10,7,true,'2018-02-22 18:57:01.071000'
8,16,2,11,6,10,false,'2018-02-22 20:10:20.613000'
10,16,2,11,9,10,false,'2018-02-22 20:10:48.690000'
8,16,12,3,10,7,true,'2018-02-23 14:15:24.800000'
1,10,7,12,10,6,true,'2018-02-23 14:20:41.098000'
2,11,8,16,10,8,true,'2018-02-23 14:59:03.692000'
2,11,12,25,10,5,true,'2018-02-23 21:11:59.152000'
11,17,12,25,8,10,false,'2018-02-23 21:13:08.451000'
11,17,12,25,10,2,true,'2018-02-23 21:13:43.275000'
11,2,8,16,10,4,true,'2018-02-23 21:14:59.007000'
8,16,11,2,6,10,false,'2018-02-23 21:15:50.198000'
2,7,3,8,6,10,false,'2018-02-27 13:25:15.924000'
8,16,1,23,10,3,true,'2018-02-27 14:30:04.048000'
8,16,1,10,6,10,false,'2018-02-27 14:30:41.636000'
2,11,3,12,8,10,false,'2018-02-27 18:59:44.991000'
12,16,1,7,10,9,true,'2018-02-27 19:14:25.539000'
8,16,1,23,10,7,true,'2018-02-28 11:11:39.445000'
2,23,7,6,8,10,false,'2018-02-28 13:45:47.236000'
1,10,2,11,10,5,true,'2018-02-28 14:20:22.163000'
21,16,2,11,5,10,false,'2018-02-28 14:21:08.834000'
16,21,11,12,4,10,false,'2018-02-28 14:27:16.116000'
2,12,16,8,8,10,false,'2018-02-28 18:51:07.357000'
8,16,2,10,4,10,false,'2018-02-28 19:24:23.345000'
2,10,8,16,10,7,true,'2018-02-28 19:24:29.323000'
8,16,10,7,9,10,false,'2018-02-28 19:29:49.717000'
1,3,23,11,10,7,true,'2018-03-01 14:05:00.580000'
1,21,2,11,8,10,false,'2018-03-01 14:33:56.821000'
6,11,7,1,8,10,false,'2018-03-01 14:51:56.541000'
1,7,3,16,10,8,true,'2018-03-02 18:27:05.560000'
3,16,1,7,3,10,false,'2018-03-02 18:27:27.796000'
11,8,12,16,10,9,true,'2018-03-02 21:55:08.086000'
12,16,11,8,3,10,false,'2018-03-02 21:55:46.842000'
1,16,8,3,5,10,false,'2018-03-03 14:32:19.032000'
1,16,8,3,10,5,true,'2018-03-03 14:32:24.405000'
1,16,8,3,10,5,true,'2018-03-03 14:32:30.798000'
1,6,12,11,10,4,true,'2018-03-03 14:32:53.058000'
1,6,12,11,9,10,false,'2018-03-03 14:33:08.876000'
6,16,11,8,10,5,true,'2018-03-03 20:13:24.651000'
11,8,6,16,10,6,true,'2018-03-03 20:13:52.775000'
3,1,8,16,10,4,true,'2018-03-06 14:21:12.832000'
3,1,8,16,10,4,true,'2018-03-06 14:21:39.986000'
3,1,8,11,10,7,true,'2018-03-06 14:22:19.177000'
1,6,3,7,10,9,true,'2018-03-07 13:22:14.313000'
1,6,3,7,10,2,true,'2018-03-07 13:22:23.225000'
8,16,7,11,10,9,true,'2018-03-07 14:17:18.603000'
6,25,1,7,8,10,false,'2018-03-12 18:39:18.397000'
1,7,6,25,10,7,true,'2018-03-12 18:39:38.684000'
8,11,12,16,9,10,false,'2018-03-13 21:00:59.379000'
8,16,7,3,10,5,true,'2018-03-14 14:38:54.454000'
8,16,11,3,10,9,true,'2018-03-14 14:39:21.171000'
8,16,11,2,10,4,true,'2018-03-14 14:39:42.827000'
8,16,7,3,10,7,true,'2018-03-14 14:40:26.047000'
3,11,1,21,8,10,false,'2018-03-14 14:41:50.923000'
8,16,11,2,6,10,false,'2018-03-14 18:20:55.808000'
6,1,2,11,10,9,true,'2018-03-14 18:34:21.483000'
6,1,3,8,10,9,true,'2018-03-15 18:39:02.216000'
6,1,7,16,10,5,true,'2018-03-15 18:39:34.045000'
16,7,2,8,10,9,true,'2018-03-16 14:13:26.500000'
2,8,16,7,10,1,true,'2018-03-16 14:23:12.446000'
1,7,6,16,6,10,false,'2018-03-16 18:51:17.537000'
2,11,8,3,10,9,true,'2018-03-16 18:51:44.851000'
2,11,8,1,5,10,false,'2018-03-16 18:51:54.076000'
2,7,8,16,6,10,false,'2018-03-19 18:50:16.452000'
8,16,2,7,10,6,true,'2018-03-19 18:50:24.814000'
11,2,16,3,10,8,true,'2018-03-20 18:34:38.031000'
8,7,16,25,10,6,true,'2018-03-21 18:47:20.734000'
8,16,6,3,10,4,true,'2018-03-21 18:48:00.516000'
8,3,6,16,10,8,true,'2018-03-21 18:48:31.609000'
2,11,16,7,10,7,true,'2018-03-21 18:51:35.314000'
16,3,6,11,8,10,false,'2018-03-22 13:23:03.540000'
11,7,2,16,9,10,false,'2018-03-22 18:28:34.194000'
6,16,7,3,9,10,false,'2018-03-23 13:42:37.818000'
3,7,2,16,3,10,false,'2018-03-23 13:43:03.166000'
12,25,2,16,9,10,false,'2018-03-23 13:43:11.328000'
3,16,8,11,10,6,true,'2018-03-23 18:24:07.792000'
3,16,8,11,10,8,true,'2018-03-23 18:44:01.908000'
8,16,7,2,10,4,true,'2018-03-23 18:54:49.047000'
7,8,25,26,10,7,true,'2018-04-02 18:15:00.443000'
11,25,7,8,8,10,false,'2018-04-03 13:15:22.037000'
2,26,11,25,10,6,true,'2018-04-03 13:45:42.545000'
6,3,11,8,8,10,false,'2018-04-03 18:45:51.200000'
11,8,6,3,10,4,true,'2018-04-03 18:46:19.757000'
25,26,11,8,0,10,false,'2018-04-04 14:13:16.371000'
1,25,11,8,9,10,false,'2018-04-04 14:14:12.356000'
1,3,8,25,10,5,true,'2018-04-04 14:17:38.312000'
6,7,11,8,10,8,true,'2018-04-04 18:50:49.933000'
12,7,11,8,7,10,false,'2018-04-04 18:51:33.422000'
8,7,2,11,10,8,true,'2018-04-05 13:48:00.320000'
25,26,12,11,7,10,false,'2018-04-05 14:05:28.368000'
25,26,12,11,5,10,false,'2018-04-05 14:05:29.708000'
8,3,11,2,8,10,false,'2018-04-06 13:25:16.663000'
3,25,12,11,6,10,false,'2018-04-06 18:47:27.838000'
12,11,3,25,9,10,false,'2018-04-06 18:48:04.657000'
3,8,11,2,6,10,false,'2018-04-06 18:59:19.803000'
8,25,1,26,10,8,true,'2018-04-09 14:20:54.133000'
8,16,2,11,8,10,false,'2018-04-10 13:43:45.260000'
6,25,11,26,8,10,false,'2018-04-10 13:55:02.854000'
1,3,2,25,10,1,true,'2018-04-10 18:51:37.628000'
2,25,1,3,8,10,false,'2018-04-10 18:51:50.414000'
6,8,2,25,10,7,true,'2018-04-11 14:05:22.288000'
25,3,1,26,10,3,true,'2018-04-11 14:21:22.801000'
25,3,1,26,10,4,true,'2018-04-11 14:21:38.445000'
2,11,3,25,10,9,true,'2018-04-11 18:42:24.882000'
2,25,6,8,9,10,false,'2018-04-12 13:38:49.812000'
2,3,6,25,10,6,true,'2018-04-13 13:38:24.105000'
8,16,2,11,10,8,true,'2018-04-13 13:38:33.401000'
2,11,8,16,7,10,false,'2018-04-13 18:20:00.903000'
8,16,1,3,7,10,false,'2018-04-13 18:41:16.976000'
8,16,1,3,10,9,true,'2018-04-13 18:41:32.333000'
8,16,2,11,2,10,false,'2018-04-14 13:44:32.802000'
2,11,8,16,9,10,false,'2018-04-14 13:44:46.438000'
2,11,12,16,10,2,true,'2018-04-14 13:54:31.996000'
8,16,2,11,10,7,true,'2018-04-14 17:21:39.239000'
8,16,6,7,10,7,true,'2018-04-18 13:59:18.000000'
8,16,2,11,10,9,true,'2018-04-18 18:31:38.841000'
25,11,6,2,10,7,true,'2018-04-19 14:03:46.851000'
8,16,2,11,10,3,true,'2018-04-19 14:12:22.396000'
8,16,11,3,9,10,false,'2018-04-20 13:50:54.362000'
2,1,11,25,10,4,true,'2018-04-20 18:57:16.817000'
1,25,2,11,6,10,false,'2018-04-20 18:57:29.741000'
1,8,2,11,10,8,true,'2018-04-20 18:57:42.928000'
6,8,2,11,10,9,true,'2018-04-23 18:18:36.599000'
1,26,3,25,9,10,false,'2018-04-23 18:42:35.059000'
1,26,3,25,10,8,true,'2018-04-23 18:42:39.750000'
1,26,3,25,7,10,false,'2018-04-23 18:42:47.998000'
2,6,3,11,10,9,true,'2018-04-23 19:11:42.103000'
1,3,25,26,10,7,true,'2018-04-24 14:06:11.486000'
3,26,1,25,7,10,false,'2018-04-24 14:16:05.000000'
8,6,7,1,10,7,true,'2018-04-24 14:44:45.223599'
7,1,8,6,2,10,false,'2018-04-24 14:51:05.223599'
1,3,26,25,10,5,true,'2018-04-25 16:57:13.212000'
1,25,3,26,10,9,true,'2018-04-25 16:57:35.603000'
16,3,2,11,10,8,true,'2018-04-25 18:13:28.043000'
1,25,11,3,10,5,true,'2018-04-25 18:27:39.975000'
2,26,1,11,5,10,false,'2018-04-26 13:11:47.232000'
2,1,11,6,10,7,true,'2018-04-26 14:28:24.104000'
1,3,2,11,9,10,false,'2018-04-26 18:13:52.805000'
2,26,25,11,5,10,false,'2018-04-27 13:46:02.589000'
25,11,2,26,8,10,false,'2018-04-27 13:46:12.054000'
2,16,1,3,6,10,false,'2018-04-27 18:13:52.628000'
6,7,2,11,5,10,false,'2018-04-27 19:35:52.102000'
25,1,8,26,10,7,true,'2018-04-28 10:20:04.875000'
1,25,8,2,10,6,true,'2018-04-28 13:46:01.563000'
25,26,1,2,4,10,false,'2018-04-28 13:46:13.891000'
1,8,2,26,10,1,true,'2018-04-28 14:06:01.755000'
25,26,8,1,8,10,false,'2018-04-28 17:47:11.546000'
25,1,8,26,10,9,true,'2018-04-28 17:48:22.669000'
2,8,1,25,5,10,false,'2018-04-28 17:50:42.548000'
2,26,8,25,7,10,false,'2018-04-28 20:18:15.275000'
8,25,2,26,4,10,false,'2018-04-28 20:18:33.809000'
3,1,2,26,10,3,true,'2018-05-02 18:25:03.829000'
2,26,11,25,3,10,false,'2018-05-03 14:10:09.374000'
2,25,11,26,10,3,true,'2018-05-03 14:10:21.890000'
26,25,2,11,5,10,false,'2018-05-03 14:11:08.062000'
2,26,11,25,8,10,false,'2018-05-04 13:43:24.464000'
3,1,8,6,10,9,true,'2018-05-04 14:12:35.893000'
25,8,26,16,10,5,true,'2018-05-04 18:54:28.568000'
2,26,11,25,10,6,true,'2018-05-04 18:54:59.656000'
11,25,2,26,10,9,true,'2018-05-04 18:55:12.689000'
26,25,1,8,8,10,false,'2018-05-04 20:31:26.116000'
26,1,25,12,9,10,false,'2018-05-04 20:48:28.758000'
8,16,25,11,10,5,true,'2018-05-07 14:27:37.232000'
8,16,25,11,6,10,false,'2018-05-07 14:28:03.534000'
12,16,25,11,3,10,false,'2018-05-07 14:28:34.196000'
12,2,25,11,10,6,true,'2018-05-07 14:29:06.688000'
25,2,26,11,10,8,true,'2018-05-08 13:41:11.020000'
2,25,11,8,9,10,false,'2018-05-10 13:53:47.874000'
7,1,8,6,10,6,true,'2018-05-11 14:11:43.339000'
3,8,26,25,10,8,true,'2018-05-11 18:26:31.868000'
2,8,11,25,5,10,false,'2018-05-11 18:48:46.786000'
2,11,8,16,10,2,true,'2018-05-11 18:48:53.260000'
3,25,11,2,10,7,true,'2018-05-14 13:32:37.746000'
16,25,2,26,8,10,false,'2018-05-15 13:30:01.681000'
2,26,16,25,10,5,true,'2018-05-15 13:30:08.926000'
2,25,11,26,10,7,true,'2018-05-16 13:53:11.031000'
8,16,2,11,2,10,false,'2018-05-16 14:15:56.830000'
2,11,8,16,3,10,false,'2018-05-16 14:16:04.354000'
1,25,8,16,4,10,false,'2018-05-16 18:26:29.954000'
1,2,8,16,10,5,true,'2018-05-16 18:26:39.920000'
2,6,1,3,7,10,false,'2018-05-17 13:22:39.847000'
8,16,2,11,6,10,false,'2018-05-17 13:49:37.906000'
2,11,8,16,10,8,true,'2018-05-17 13:49:46.744000'
3,25,8,16,9,10,false,'2018-05-17 19:18:51.238000'
8,16,6,25,10,2,true,'2018-05-18 13:41:54.998000'
8,25,6,16,4,10,false,'2018-05-18 13:42:30.758000'
8,16,2,11,8,10,false,'2018-05-18 13:45:07.106000'
26,25,3,16,10,8,true,'2018-05-21 18:30:16.098000'
26,25,3,16,10,1,true,'2018-05-21 18:31:06.481000'
2,11,25,26,10,2,true,'2018-05-22 13:49:59.986000'
7,8,1,3,10,8,true,'2018-05-22 13:56:22.423000'
25,26,2,11,5,10,false,'2018-05-23 18:16:43.915000'
8,16,2,7,2,10,false,'2018-05-24 14:01:08.572000'
2,16,25,26,10,8,true,'2018-05-24 14:01:23.505000'
25,26,2,16,10,7,true,'2018-05-24 14:01:40.711000'
2,16,25,26,10,4,true,'2018-05-24 14:01:56.777000'
2,25,1,3,7,10,false,'2018-05-24 14:38:51.819000'
16,8,1,6,10,4,true,'2018-05-25 13:31:55.527000'
2,26,25,11,10,9,true,'2018-05-25 14:36:31.259000'
25,11,2,26,7,10,false,'2018-05-25 14:36:37.510000'
7,25,8,16,10,7,true,'2018-05-25 18:29:46.029000'
7,25,8,16,10,5,true,'2018-05-25 18:29:55.423000'
8,16,2,11,6,10,false,'2018-05-28 14:06:17.994000'
25,3,2,11,5,10,false,'2018-05-28 14:06:30.918000'
2,11,16,1,6,10,false,'2018-05-28 18:34:08.641000'
2,11,25,3,5,10,false,'2018-05-28 18:35:01.263000'
25,3,11,7,10,5,true,'2018-05-28 18:42:07.208000'
8,16,11,2,7,10,false,'2018-05-28 19:18:05.325000'
2,16,12,8,2,10,false,'2018-05-28 19:34:38.056000'
12,8,2,16,9,10,false,'2018-05-28 19:34:53.062000'
3,7,2,11,10,9,true,'2018-05-29 13:44:35.088000'
2,3,11,25,3,10,false,'2018-05-29 18:34:19.524000'
11,25,2,16,8,10,false,'2018-05-29 18:34:33.623000'
25,3,8,16,10,3,true,'2018-05-29 19:01:05.061000'
8,16,25,3,7,10,false,'2018-05-29 19:01:14.652000'
2,3,16,25,8,10,false,'2018-05-30 13:25:59.239000'
25,3,2,1,2,10,false,'2018-05-30 14:01:14.533000'
2,1,3,25,10,7,true,'2018-05-30 18:20:23.547000'
8,16,2,11,8,10,false,'2018-05-31 13:52:16.232000'
1,25,6,7,10,5,true,'2018-05-31 14:09:38.236000'
