red_team_p1_id,red_team_p2_id,yellow_team_p1_id,yellow_team_p2_id,red_team_goals,yellow_team_goals,red_won,played_on
25,3,8,11,10,7,true,'2018-05-31 14:23:34.356000'
3,25,2,11,6,10,false,'2018-05-31 18:27:17.410000'
2,11,3,25,10,9,true,'2018-05-31 18:27:30.505000'
25,26,2,11,10,5,true,'2018-06-05 13:57:42.372000'
2,11,16,25,8,10,false,'2018-06-05 14:14:30.535000'
25,26,2,11,10,4,true,'2018-06-06 13:53:04.913000'
1,3,2,16,9,10,false,'2018-06-06 14:19:17.523000'
2,11,7,3,7,10,false,'2018-06-06 14:30:51.980000'
3,16,2,11,9,10,false,'2018-06-06 18:51:51.576000'
2,3,25,11,3,10,false,'2018-06-07 13:38:35.253000'
25,11,2,3,9,10,false,'2018-06-07 13:38:51.677000'
16,1,2,11,9,10,false,'2018-06-07 18:12:15.265000'
25,26,2,11,8,10,false,'2018-06-08 14:02:28.652000'
2,11,25,26,6,10,false,'2018-06-08 14:02:39.860000'
25,26,2,11,3,10,false,'2018-06-08 14:02:53.743000'
2,11,25,26,9,10,false,'2018-06-08 18:40:40.540000'
25,16,6,7,10,6,true,'2018-06-08 19:00:31.843000'
2,28,11,26,0,10,false,'2018-06-08 19:30:31.229000'
11,26,2,28,10,7,true,'2018-06-08 19:46:57.679000'
25,26,2,11,10,9,true,'2018-06-11 14:09:11.211000'
11,26,27,28,10,0,true,'2018-06-11 15:33:36.450000'
11,28,26,27,10,2,true,'2018-06-11 15:45:57.680000'
26,27,11,28,3,10,false,'2018-06-11 16:03:08.172000'
25,11,3,1,10,2,true,'2018-06-11 18:23:00.776000'
25,26,16,11,10,5,true,'2018-06-12 13:48:36.158000'
1,3,25,11,8,10,false,'2018-06-12 18:17:01.866000'
3,25,1,11,10,8,true,'2018-06-13 13:31:31.588000'
1,11,25,3,10,7,true,'2018-06-13 13:32:12.559000'
25,3,7,16,10,8,true,'2018-06-13 18:23:56.143000'
1,3,2,11,3,10,false,'2018-06-14 13:30:30.795000'
2,11,1,3,9,10,false,'2018-06-14 13:30:39.407000'
1,25,2,11,10,1,true,'2018-06-14 14:02:43.219000'
2,11,1,25,5,10,false,'2018-06-14 14:02:52.824000'
25,3,1,11,10,6,true,'2018-06-14 18:43:38.668000'
1,11,3,25,10,3,true,'2018-06-14 18:44:14.089000'
3,25,11,1,10,8,true,'2018-06-14 18:45:03.245000'
2,25,3,7,10,8,true,'2018-06-15 13:40:04.870000'
3,2,25,11,10,8,true,'2018-06-15 13:40:37.061000'
8,16,25,11,9,10,false,'2018-06-18 18:25:25.740000'
25,3,1,11,10,6,true,'2018-06-18 22:50:29.780000'
2,1,25,11,10,9,true,'2018-06-19 13:18:44.283000'
25,11,1,3,4,10,false,'2018-06-19 18:25:01.925000'
1,3,11,25,10,7,true,'2018-06-19 18:25:30.695000'
2,11,8,16,10,7,true,'2018-06-19 20:04:44.883000'
8,16,2,11,10,9,true,'2018-06-19 20:04:55.390000'
2,25,11,3,3,10,false,'2018-06-20 18:51:12.823000'
11,3,1,2,10,6,true,'2018-06-20 18:51:39.488000'
2,11,8,16,5,10,false,'2018-06-21 14:03:25.336000'
8,16,2,25,6,10,false,'2018-06-21 14:03:37.657000'
2,25,8,16,10,8,true,'2018-06-21 18:16:38.429000'
25,3,2,11,9,10,false,'2018-06-22 13:49:36.857000'
2,11,25,3,10,5,true,'2018-06-22 13:49:49.595000'
25,3,2,11,8,10,false,'2018-06-22 18:20:31.990000'
2,11,8,12,10,6,true,'2018-06-22 19:48:54.460000'
2,11,8,6,10,7,true,'2018-06-22 20:15:36.193000'
25,3,2,11,10,9,true,'2018-06-25 13:40:40.350000'
2,3,25,11,8,10,false,'2018-06-25 18:10:13.198000'
8,16,11,25,4,10,false,'2018-06-25 18:36:05.989000'
25,3,11,1,3,10,false,'2018-06-25 18:36:48.163000'
2,11,1,3,9,10,false,'2018-06-26 23:43:09.791000'
8,25,1,3,9,10,false,'2018-06-27 13:29:48.722000'
8,25,2,6,10,6,true,'2018-06-27 13:29:58.423000'
3,2,11,25,4,10,false,'2018-06-27 19:36:17.837000'
11,25,3,2,10,4,true,'2018-06-27 19:36:48.013000'
11,1,3,25,10,4,true,'2018-06-28 13:26:37.610000'
1,8,16,25,4,10,false,'2018-06-28 14:10:47.815000'
16,25,1,8,10,6,true,'2018-06-28 14:11:15.144000'
3,25,2,1,7,10,false,'2018-06-28 18:24:03.160000'
2,8,1,3,10,9,true,'2018-06-29 13:25:54.295000'
2,25,1,3,4,10,false,'2018-06-29 18:31:44.728000'
3,25,2,1,10,9,true,'2018-07-04 18:38:41.870000'
16,8,11,25,9,10,false,'2018-07-05 13:41:08.687000'
3,1,11,2,10,7,true,'2018-07-05 14:24:17.870000'
2,11,8,16,10,3,true,'2018-07-06 13:39:31.049000'
25,26,2,11,9,10,false,'2018-07-06 13:39:38.460000'
3,25,11,2,10,7,true,'2018-07-07 13:40:41.387000'
25,8,2,1,5,10,false,'2018-07-07 17:57:28.694000'
25,3,2,1,5,10,false,'2018-07-07 17:57:44.471000'
1,3,8,25,10,7,true,'2018-07-09 18:19:05.837000'
2,11,1,3,10,9,true,'2018-07-10 13:19:17.621000'
1,3,2,25,10,5,true,'2018-07-10 18:19:38.002000'
2,3,8,16,10,5,true,'2018-07-10 19:33:25.761000'
3,8,2,16,9,10,false,'2018-07-10 19:33:34.363000'
2,1,3,25,9,10,false,'2018-07-11 13:20:04.297000'
8,16,2,26,10,8,true,'2018-07-11 13:36:36.905000'
2,26,8,16,3,10,false,'2018-07-11 13:36:46.750000'
8,16,26,25,10,6,true,'2018-07-11 13:47:04.626000'
1,25,8,16,6,10,false,'2018-07-11 18:46:36.236000'
2,16,1,25,10,9,true,'2018-07-11 18:46:49.247000'
1,3,2,8,10,9,true,'2018-07-12 13:09:22.352000'
1,3,25,2,10,6,true,'2018-07-13 14:29:46.602000'
25,2,1,3,4,10,false,'2018-07-13 14:29:57.025000'
1,25,8,16,10,6,true,'2018-07-13 18:43:59.983000'
1,3,25,11,10,6,true,'2018-07-13 18:44:24.693000'
3,1,11,25,9,10,false,'2018-07-16 13:22:20.782000'
11,25,1,3,10,8,true,'2018-07-16 18:30:50.008000'
1,3,25,11,5,10,false,'2018-07-17 13:36:21.470000'
11,25,2,1,10,8,true,'2018-07-17 13:37:03.175000'
2,25,8,16,6,10,false,'2018-07-17 13:52:11.580000'
3,1,11,25,10,3,true,'2018-07-17 18:20:37.695000'
26,25,16,8,10,8,true,'2018-07-18 13:37:47.049000'
26,25,1,2,10,7,true,'2018-07-18 13:38:13.783000'
3,26,2,1,8,10,false,'2018-07-18 13:53:12.077000'
11,1,2,25,10,9,true,'2018-07-18 18:21:20.101000'
8,16,1,25,10,8,true,'2018-07-20 14:28:18.597000'
1,3,8,16,10,2,true,'2018-07-20 18:20:42.739000'
1,3,11,25,10,0,true,'2018-07-20 18:21:02.584000'
1,3,8,16,10,6,true,'2018-07-20 18:59:22.607000'
1,3,26,16,10,3,true,'2018-07-20 18:59:43.722000'
